Cell 9 Timestamp,30pct Cell 9 Current,30pct Cell 9 Voltage,30pct Cell 9 Temp,Cell 9 Resistance,Cell 10 Timestamp,30pct Cell 10 Current,30pct Cell 10 Voltage,30pct Cell 10 Temp,Cell 10 Resistance,Cell 11 Timestamp,30pct Cell 11 Current,30pct Cell 11 Voltage,30pct Cell 11 Temp,Cell 11 Resistance,Cell 12 Timestamp,30pct Cell 12 Current,30pct Cell 12 Voltage,30pct Cell 12 Temp,Cell 12 Resistance,Cell 13 Timestamp,35pct Cell 13 Current,35pct Cell 13 Voltage,35pct Cell 13 Temp,Cell 13 Resistance,Cell 14 Timestamp,35pct Cell 14 Current,35pct Cell 14 Voltage,35pct Cell 14 Temp,Cell 14 Resistance,Cell 15 Timestamp,35pct Cell 15 Current,35pct Cell 15 Voltage,35pct Cell 15 Temp,Cell 15 Resistance,Cell 16 Timestamp,35pct Cell 16 Current,35pct Cell 16 Voltage,35pct Cell 16 Temp,Cell 16 Resistance
09-05-2025-Fri 20-16-17-PM,0.3,5.9,-66.6279,24.5833,09-05-2025-Fri 20-16-17-PM,0.1,5.908,-65.007,73.85,09-05-2025-Fri 20-16-17-PM,0.1,5.912,-65.1169,73.9,09-05-2025-Fri 20-16-17-PM,0.5,5.908,-63.265,14.77,,,,,,,,,,,,,,,,,,,,
09-05-2025-Fri 20-16-19-PM,0.1,5.904,-66.6279,73.8,09-05-2025-Fri 20-16-19-PM,0,5.912,-65.007,inf,09-05-2025-Fri 20-16-19-PM,0.1,5.912,-65.1169,73.9,09-05-2025-Fri 20-16-19-PM,0.3,5.912,-63.298,24.6333,,,,,,,,,,,,,,,,,,,,
09-05-2025-Fri 20-16-22-PM,0.2,5.904,-66.6937,36.9,09-05-2025-Fri 20-16-22-PM,0,5.908,-65.062,inf,09-05-2025-Fri 20-16-22-PM,-0.1,5.912,-65.1497,-73.9,09-05-2025-Fri 20-16-22-PM,0.1,5.908,-63.32,73.85,,,,,,,,,,,,,,,,,,,,
09-05-2025-Fri 20-17-35-PM,0.1,5.904,-67.1863,73.8,09-05-2025-Fri 20-17-35-PM,0.1,5.908,-65.598,73.85,09-05-2025-Fri 20-17-35-PM,0.1,5.912,-65.6754,73.9,09-05-2025-Fri 20-17-35-PM,0.1,5.908,-63.878,73.85,,,,,,,,,,,,,,,,,,,,
09-05-2025-Fri 20-18-13-PM,0.1,5.904,-67.4488,73.8,09-05-2025-Fri 20-18-13-PM,0.3,5.908,-65.927,24.6167,09-05-2025-Fri 20-18-13-PM,0.3,5.912,-65.971,24.6333,09-05-2025-Fri 20-18-13-PM,0.1,5.904,-64.185,73.8,,,,,,,,,,,,,,,,,,,,
09-05-2025-Fri 20-18-15-PM,0.2,5.904,-67.4817,36.9,09-05-2025-Fri 20-18-15-PM,0.2,5.908,-65.927,36.925,09-05-2025-Fri 20-18-15-PM,0.2,5.912,-65.971,36.95,09-05-2025-Fri 20-18-15-PM,0.2,5.908,-64.163,36.925,,,,,,,,,,,,,,,,,,,,
09-05-2025-Fri 20-18-17-PM,0,5.9,-67.4488,inf,09-05-2025-Fri 20-18-17-PM,0.2,5.912,-65.872,36.95,09-05-2025-Fri 20-18-17-PM,0.3,5.912,-65.9383,24.6333,09-05-2025-Fri 20-18-17-PM,0.1,5.912,-64.218,73.9,,,,,,,,,,,,,,,,,,,,
09-05-2025-Fri 20-18-20-PM,0.3,5.904,-67.4817,24.6,09-05-2025-Fri 20-18-20-PM,0.1,5.912,-65.905,73.9,09-05-2025-Fri 20-18-20-PM,0.1,5.908,-65.971,73.85,09-05-2025-Fri 20-18-20-PM,0.2,5.908,-64.196,36.925,,,,,,,,,,,,,,,,,,,,
09-05-2025-Fri 20-18-22-PM,0.3,5.904,-67.4817,24.6,09-05-2025-Fri 20-18-22-PM,0.1,5.912,-65.949,73.9,09-05-2025-Fri 20-18-22-PM,0.1,5.912,-65.971,73.9,09-05-2025-Fri 20-18-22-PM,0.3,5.912,-64.229,24.6333,,,,,,,,,,,,,,,,,,,,
09-05-2025-Fri 20-18-24-PM,0.1,5.904,-67.5146,73.8,09-05-2025-Fri 20-18-24-PM,0.1,5.912,-65.971,73.9,09-05-2025-Fri 20-18-24-PM,0,5.912,-66.0039,inf,09-05-2025-Fri 20-18-24-PM,0.3,5.908,-64.229,24.6167,,,,,,,,,,,,,,,,,,,,
09-05-2025-Fri 20-19-36-PM,0.2,5.904,-67.8757,36.9,09-05-2025-Fri 20-19-36-PM,0.1,5.912,-66.398,73.9,09-05-2025-Fri 20-19-36-PM,0.2,5.912,-66.4309,36.95,09-05-2025-Fri 20-19-36-PM,0.2,5.912,-64.711,36.95,,,,,,,,,,,,,,,,,,,,
09-05-2025-Fri 20-19-39-PM,0.1,5.904,-67.9085,73.8,09-05-2025-Fri 20-19-39-PM,0.2,5.912,-66.431,36.95,09-05-2025-Fri 20-19-39-PM,0.1,5.908,-66.4309,73.85,09-05-2025-Fri 20-19-39-PM,0.2,5.908,-64.766,36.925,,,,,,,,,,,,,,,,,,,,
09-05-2025-Fri 20-19-41-PM,0.4,5.9,-67.9085,18.4375,09-05-2025-Fri 20-19-41-PM,0.1,5.908,-66.42,73.85,09-05-2025-Fri 20-19-41-PM,0.1,5.908,-66.4309,73.85,09-05-2025-Fri 20-19-41-PM,0.1,5.912,-64.755,73.9,,,,,,,,,,,,,,,,,,,,
09-05-2025-Fri 20-19-43-PM,0.3,5.9,-67.9085,24.5833,09-05-2025-Fri 20-19-43-PM,0.1,5.912,-66.474,73.9,09-05-2025-Fri 20-19-43-PM,0.4,5.912,-66.4637,18.475,09-05-2025-Fri 20-19-43-PM,0.3,5.904,-64.766,24.6,,,,,,,,,,,,,,,,,,,,
09-05-2025-Fri 20-19-46-PM,0.5,5.904,-67.9413,14.76,09-05-2025-Fri 20-19-46-PM,0.1,5.908,-66.442,73.85,09-05-2025-Fri 20-19-46-PM,0.1,5.908,-66.4637,73.85,09-05-2025-Fri 20-19-46-PM,0.3,5.908,-64.777,24.6167,,,,,,,,,,,,,,,,,,,,
09-05-2025-Fri 20-20-19-PM,0.2,5.9,-68.0726,36.875,09-05-2025-Fri 20-20-19-PM,0.3,5.908,-66.617,24.6167,09-05-2025-Fri 20-20-19-PM,-0.2,5.908,-66.6279,-36.925,09-05-2025-Fri 20-20-19-PM,0.1,5.908,-64.974,73.85,,,,,,,,,,,,,,,,,,,,
09-05-2025-Fri 20-20-22-PM,0.2,5.904,-68.1053,36.9,09-05-2025-Fri 20-20-22-PM,0.3,5.908,-66.65,24.6167,09-05-2025-Fri 20-20-22-PM,0.4,5.912,-66.6279,18.475,09-05-2025-Fri 20-20-22-PM,0.2,5.908,-64.974,36.925,,,,,,,,,,,,,,,,,,,,
09-05-2025-Fri 20-20-24-PM,0.4,5.9,-68.1053,18.4375,09-05-2025-Fri 20-20-24-PM,0.3,5.908,-66.661,24.6167,09-05-2025-Fri 20-20-24-PM,0.2,5.912,-66.6609,36.95,09-05-2025-Fri 20-20-24-PM,0.1,5.908,-64.996,73.85,,,,,,,,,,,,,,,,,,,,
09-05-2025-Fri 20-20-26-PM,0.4,5.904,-68.1053,18.45,09-05-2025-Fri 20-20-26-PM,0.2,5.912,-66.682,36.95,09-05-2025-Fri 20-20-26-PM,0.6,5.908,-66.6609,12.3083,09-05-2025-Fri 20-20-26-PM,0.4,5.908,-65.007,18.4625,,,,,,,,,,,,,,,,,,,,
09-05-2025-Fri 20-20-29-PM,0.2,5.904,-68.1053,36.9,09-05-2025-Fri 20-20-29-PM,0.2,5.912,-66.682,36.95,09-05-2025-Fri 20-20-29-PM,0.1,5.908,-66.6609,73.85,09-05-2025-Fri 20-20-29-PM,0.2,5.908,-65.04,36.925,,,,,,,,,,,,,,,,,,,,
09-05-2025-Fri 20-20-31-PM,0.5,5.904,-68.1053,14.76,09-05-2025-Fri 20-20-31-PM,0.3,5.912,-66.682,24.6333,09-05-2025-Fri 20-20-31-PM,0.2,5.916,-66.6937,36.975,09-05-2025-Fri 20-20-31-PM,0.2,5.908,-65.051,36.925,,,,,,,,,,,,,,,,,,,,
09-05-2025-Fri 20-21-36-PM,0,5.9,-68.368,inf,09-05-2025-Fri 20-21-36-PM,0.5,5.908,-67.011,14.77,09-05-2025-Fri 20-21-36-PM,0.1,5.908,-66.9564,73.85,09-05-2025-Fri 20-21-36-PM,0.1,5.904,-65.347,73.8,,,,,,,,,,,,,,,,,,,,
09-05-2025-Fri 20-21-39-PM,0.2,5.904,-68.368,36.9,09-05-2025-Fri 20-21-39-PM,0.2,5.908,-67.044,36.925,09-05-2025-Fri 20-21-39-PM,0.1,5.912,-66.9564,73.9,09-05-2025-Fri 20-21-39-PM,0.2,5.908,-65.401,36.925,,,,,,,,,,,,,,,,,,,,
09-05-2025-Fri 20-21-41-PM,0,5.904,-68.4008,inf,09-05-2025-Fri 20-21-41-PM,0.2,5.908,-67.044,36.925,09-05-2025-Fri 20-21-41-PM,0.1,5.908,-66.9892,73.85,09-05-2025-Fri 20-21-41-PM,0.1,5.908,-65.412,73.85,,,,,,,,,,,,,,,,,,,,
09-05-2025-Fri 20-21-43-PM,0.3,5.904,-68.4008,24.6,09-05-2025-Fri 20-21-43-PM,0.5,5.912,-67.033,14.78,09-05-2025-Fri 20-21-43-PM,0.1,5.912,-66.9564,73.9,09-05-2025-Fri 20-21-43-PM,0,5.912,-65.401,inf,,,,,,,,,,,,,,,,,,,,
09-05-2025-Fri 20-21-46-PM,0.2,5.904,-68.4335,36.9,09-05-2025-Fri 20-21-46-PM,0.3,5.908,-67.076,24.6167,09-05-2025-Fri 20-21-46-PM,-0.1,5.912,-66.9892,-73.9,09-05-2025-Fri 20-21-46-PM,0,5.908,-65.456,inf,,,,,,,,,,,,,,,,,,,,
09-05-2025-Fri 20-22-43-PM,0.4,5.904,-69.6804,18.45,09-05-2025-Fri 20-22-43-PM,0.2,5.912,-67.985,36.95,09-05-2025-Fri 20-22-43-PM,0,5.912,-68.0069,inf,09-05-2025-Fri 20-22-43-PM,0.2,5.912,-66.19,36.95,09-05-2025-Fri 20-22-43-PM,0.1,5.904,-64.854,73.8,,,,,,,,,,,,,,,
09-05-2025-Fri 20-22-45-PM,0.3,5.904,-69.7459,24.6,09-05-2025-Fri 20-22-45-PM,0.1,5.912,-68.039,73.9,09-05-2025-Fri 20-22-45-PM,0.1,5.912,-68.0726,73.9,09-05-2025-Fri 20-22-45-PM,-0.1,5.908,-66.244,-73.85,09-05-2025-Fri 20-22-45-PM,0.1,5.9,-64.854,73.75,,,,,,,,,,,,,,,
09-05-2025-Fri 20-22-48-PM,0.3,5.904,-69.8116,24.6,09-05-2025-Fri 20-22-48-PM,0.2,5.908,-68.094,36.925,09-05-2025-Fri 20-22-48-PM,-0.1,5.912,-68.1053,-73.9,09-05-2025-Fri 20-22-48-PM,0.1,5.908,-66.288,73.85,09-05-2025-Fri 20-22-48-PM,0.4,5.9,-64.9197,18.4375,,,,,,,,,,,,,,,
09-05-2025-Fri 20-22-50-PM,-0.1,5.904,-69.9099,-73.8,09-05-2025-Fri 20-22-50-PM,0.3,5.908,-68.171,24.6167,09-05-2025-Fri 20-22-50-PM,-0.1,5.912,-68.1711,-73.9,09-05-2025-Fri 20-22-50-PM,-0.1,5.908,-66.332,-73.85,09-05-2025-Fri 20-22-50-PM,0.3,5.9,-64.9526,24.5833,,,,,,,,,,,,,,,
09-05-2025-Fri 20-22-52-PM,0,5.9,-69.9756,inf,09-05-2025-Fri 20-22-52-PM,-0.2,5.912,-68.203,-36.95,09-05-2025-Fri 20-22-52-PM,0.2,5.908,-68.2039,36.925,09-05-2025-Fri 20-22-52-PM,0.3,5.912,-66.376,24.6333,09-05-2025-Fri 20-22-52-PM,0.4,5.9,-64.9526,18.4375,,,,,,,,,,,09-05-2025-Fri 20-22-52-PM,0.1,5.908,-66.858,73.85
09-05-2025-Fri 20-23-09-PM,0.1,5.904,-70.4019,73.8,09-05-2025-Fri 20-23-09-PM,0.3,5.912,-68.554,24.6333,09-05-2025-Fri 20-23-09-PM,0,5.912,-68.5321,inf,09-05-2025-Fri 20-23-09-PM,0.1,5.908,-66.628,73.85,09-05-2025-Fri 20-23-09-PM,0.3,5.904,-65.2155,24.6,,,,,,,,,,,09-05-2025-Fri 20-23-09-PM,0.4,5.908,-67.121,18.4625
09-05-2025-Fri 20-23-11-PM,0.3,5.904,-70.4675,24.6,09-05-2025-Fri 20-23-11-PM,0,5.912,-68.586,inf,09-05-2025-Fri 20-23-11-PM,-0.1,5.912,-68.5649,-73.9,09-05-2025-Fri 20-23-11-PM,-0.1,5.912,-66.682,-73.9,09-05-2025-Fri 20-23-11-PM,0.4,5.904,-65.2484,18.45,,,,,,09-05-2025-Fri 20-23-11-PM,0.1,5.9,-66.9236,73.75,09-05-2025-Fri 20-23-11-PM,0.5,5.908,-67.17,14.77
09-05-2025-Fri 20-23-13-PM,0.3,5.904,-70.5331,24.6,09-05-2025-Fri 20-23-13-PM,0.1,5.912,-68.619,73.9,09-05-2025-Fri 20-23-13-PM,0.1,5.912,-68.5977,73.9,09-05-2025-Fri 20-23-13-PM,0.1,5.908,-66.715,73.85,09-05-2025-Fri 20-23-13-PM,0.2,5.904,-65.2812,36.9,,,,,,09-05-2025-Fri 20-23-13-PM,0.4,5.904,-66.9564,18.45,09-05-2025-Fri 20-23-13-PM,0.5,5.908,-67.203,14.77
09-05-2025-Fri 20-23-16-PM,-0.1,5.9,-70.5659,-73.75,09-05-2025-Fri 20-23-16-PM,0.4,5.908,-68.652,18.4625,09-05-2025-Fri 20-23-16-PM,0,5.912,-68.6634,inf,09-05-2025-Fri 20-23-16-PM,0.2,5.912,-66.759,36.95,09-05-2025-Fri 20-23-16-PM,0.2,5.904,-65.3139,36.9,,,,,,09-05-2025-Fri 20-23-16-PM,0.4,5.904,-66.9564,18.45,09-05-2025-Fri 20-23-16-PM,0.5,5.908,-67.219,14.77
09-05-2025-Fri 20-23-18-PM,0.5,5.904,-70.5987,14.76,09-05-2025-Fri 20-23-18-PM,0,5.908,-68.718,inf,09-05-2025-Fri 20-23-18-PM,0.2,5.912,-68.6961,36.95,09-05-2025-Fri 20-23-18-PM,0,5.908,-66.748,inf,09-05-2025-Fri 20-23-18-PM,0.4,5.9,-65.3139,18.4375,,,,,,09-05-2025-Fri 20-23-18-PM,0.6,5.904,-67.0221,12.3,09-05-2025-Fri 20-23-18-PM,0.4,5.908,-67.268,18.4625
09-05-2025-Fri 20-23-20-PM,0,5.904,-70.6643,inf,09-05-2025-Fri 20-23-20-PM,0.2,5.912,-68.75,36.95,09-05-2025-Fri 20-23-20-PM,0.3,5.912,-68.729,24.6333,09-05-2025-Fri 20-23-20-PM,-0.1,5.912,-66.803,-73.9,09-05-2025-Fri 20-23-20-PM,0.4,5.904,-65.3468,18.45,,,,,,09-05-2025-Fri 20-23-20-PM,0.4,5.904,-67.0549,18.45,09-05-2025-Fri 20-23-20-PM,0.4,5.908,-67.285,18.4625
09-05-2025-Fri 20-23-23-PM,0.4,5.904,-70.7298,18.45,09-05-2025-Fri 20-23-23-PM,0.4,5.912,-68.794,18.475,09-05-2025-Fri 20-23-23-PM,0.1,5.912,-68.7946,73.9,09-05-2025-Fri 20-23-23-PM,0.2,5.908,-66.857,36.925,09-05-2025-Fri 20-23-23-PM,0.2,5.9,-65.3797,36.875,,,,,,09-05-2025-Fri 20-23-23-PM,0.4,5.9,-67.1205,18.4375,09-05-2025-Fri 20-23-23-PM,0.3,5.908,-67.35,24.6167
09-05-2025-Fri 20-24-13-PM,0.2,5.904,-71.3854,36.9,09-05-2025-Fri 20-24-13-PM,0.2,5.908,-69.417,36.925,09-05-2025-Fri 20-24-13-PM,0.3,5.912,-69.3851,24.6333,09-05-2025-Fri 20-24-13-PM,0.2,5.908,-67.416,36.925,09-05-2025-Fri 20-24-13-PM,0.4,5.904,-65.9054,18.45,,,,,,09-05-2025-Fri 20-24-13-PM,0.3,5.904,-67.6787,24.6,09-05-2025-Fri 20-24-13-PM,0.3,5.908,-67.958,24.6167
09-05-2025-Fri 20-24-15-PM,0.3,5.904,-71.3854,24.6,09-05-2025-Fri 20-24-15-PM,0.2,5.912,-69.396,36.95,09-05-2025-Fri 20-24-15-PM,0,5.912,-69.3851,inf,09-05-2025-Fri 20-24-15-PM,0,5.904,-67.448,inf,09-05-2025-Fri 20-24-15-PM,0.4,5.904,-65.9383,18.45,,,,,,09-05-2025-Fri 20-24-15-PM,0.4,5.9,-67.7115,18.4375,09-05-2025-Fri 20-24-15-PM,0.2,5.908,-67.99,36.925
09-05-2025-Fri 20-24-17-PM,0,5.904,-71.4183,inf,09-05-2025-Fri 20-24-17-PM,0,5.908,-69.472,inf,09-05-2025-Fri 20-24-17-PM,0,5.912,-69.4179,inf,09-05-2025-Fri 20-24-17-PM,0.2,5.908,-67.481,36.925,09-05-2025-Fri 20-24-17-PM,0.3,5.9,-65.971,24.5833,,,,,,09-05-2025-Fri 20-24-17-PM,0.3,5.9,-67.7115,24.5833,09-05-2025-Fri 20-24-17-PM,0.3,5.908,-67.99,24.6167
09-05-2025-Fri 20-24-20-PM,-0.1,5.904,-71.4183,-73.8,09-05-2025-Fri 20-24-20-PM,0,5.908,-69.472,inf,09-05-2025-Fri 20-24-20-PM,0,5.912,-69.4508,inf,09-05-2025-Fri 20-24-20-PM,0.2,5.908,-67.47,36.925,09-05-2025-Fri 20-24-20-PM,0.1,5.9,-65.971,73.75,,,,,,09-05-2025-Fri 20-24-20-PM,0.2,5.9,-67.7444,36.875,09-05-2025-Fri 20-24-20-PM,0.3,5.904,-68.023,24.6
09-05-2025-Fri 20-24-22-PM,0,5.904,-71.4511,inf,09-05-2025-Fri 20-24-22-PM,0.2,5.908,-69.461,36.925,09-05-2025-Fri 20-24-22-PM,0,5.908,-69.4508,inf,09-05-2025-Fri 20-24-22-PM,0.1,5.904,-67.492,73.8,09-05-2025-Fri 20-24-22-PM,0,5.9,-65.971,inf,,,,,,09-05-2025-Fri 20-24-22-PM,0.2,5.9,-67.7771,36.875,09-05-2025-Fri 20-24-22-PM,0.2,5.908,-68.056,36.925
09-05-2025-Fri 20-24-24-PM,0.2,5.904,-71.4839,36.9,09-05-2025-Fri 20-24-24-PM,0,5.912,-69.516,inf,09-05-2025-Fri 20-24-24-PM,0.1,5.912,-69.4836,73.9,09-05-2025-Fri 20-24-24-PM,0,5.912,-67.525,inf,09-05-2025-Fri 20-24-24-PM,0.5,5.904,-66.0368,14.76,,,,,,09-05-2025-Fri 20-24-24-PM,0.1,5.904,-67.7771,73.8,09-05-2025-Fri 20-24-24-PM,0.2,5.904,-68.056,36.9
09-05-2025-Fri 20-24-27-PM,0.3,5.9,-71.5167,24.5833,09-05-2025-Fri 20-24-27-PM,0.1,5.912,-69.571,73.9,09-05-2025-Fri 20-24-27-PM,-0.1,5.908,-69.5164,-73.85,09-05-2025-Fri 20-24-27-PM,0,5.908,-67.569,inf,09-05-2025-Fri 20-24-27-PM,0.2,5.9,-66.0368,36.875,,,,,,09-05-2025-Fri 20-24-27-PM,0,5.904,-67.81,inf,09-05-2025-Fri 20-24-27-PM,0.4,5.908,-68.105,18.4625
09-05-2025-Fri 20-24-29-PM,0.1,5.904,-71.5167,73.8,09-05-2025-Fri 20-24-29-PM,0.3,5.912,-69.571,24.6333,09-05-2025-Fri 20-24-29-PM,0,5.912,-69.5492,inf,09-05-2025-Fri 20-24-29-PM,0.1,5.908,-67.591,73.85,09-05-2025-Fri 20-24-29-PM,0.3,5.904,-66.0696,24.6,,,,,,09-05-2025-Fri 20-24-29-PM,0.3,5.904,-67.8428,24.6,09-05-2025-Fri 20-24-29-PM,0.5,5.908,-68.138,14.77
09-05-2025-Fri 20-25-38-PM,0.3,5.904,-72.1721,24.6,09-05-2025-Fri 20-25-38-PM,0.2,5.916,-70.27,36.975,09-05-2025-Fri 20-25-38-PM,0,5.912,-70.1724,inf,09-05-2025-Fri 20-25-38-PM,0.1,5.912,-68.225,73.9,09-05-2025-Fri 20-25-38-PM,0.3,5.904,-66.6937,24.6,,,,,,09-05-2025-Fri 20-25-38-PM,0.4,5.904,-68.4664,18.45,09-05-2025-Fri 20-25-38-PM,0.3,5.908,-68.811,24.6167
09-05-2025-Fri 20-25-41-PM,0,5.904,-72.2048,inf,09-05-2025-Fri 20-25-41-PM,0.2,5.912,-70.292,36.95,09-05-2025-Fri 20-25-41-PM,-0.1,5.912,-70.1724,-73.9,09-05-2025-Fri 20-25-41-PM,0.2,5.908,-68.236,36.925,09-05-2025-Fri 20-25-41-PM,0.3,5.904,-66.6937,24.6,,,,,,09-05-2025-Fri 20-25-41-PM,0.5,5.904,-68.4992,14.76,09-05-2025-Fri 20-25-41-PM,0.3,5.908,-68.827,24.6167
09-05-2025-Fri 20-25-43-PM,0.2,5.904,-72.2048,36.9,09-05-2025-Fri 20-25-43-PM,0.2,5.912,-70.303,36.95,09-05-2025-Fri 20-25-43-PM,0.1,5.912,-70.2052,73.9,09-05-2025-Fri 20-25-43-PM,0,5.912,-68.269,inf,09-05-2025-Fri 20-25-43-PM,0.1,5.9,-66.6937,73.75,,,,,,09-05-2025-Fri 20-25-43-PM,0.5,5.904,-68.4992,14.76,09-05-2025-Fri 20-25-43-PM,0.3,5.908,-68.86,24.6167
09-05-2025-Fri 20-27-10-PM,0,5.908,-72.8274,inf,09-05-2025-Fri 20-27-10-PM,0,5.916,-70.992,inf,09-05-2025-Fri 20-27-10-PM,0.2,5.916,-70.861,36.975,09-05-2025-Fri 20-27-10-PM,0,5.916,-68.98,inf,09-05-2025-Fri 20-27-10-PM,0.2,5.904,-67.4161,36.9,,,,,,09-05-2025-Fri 20-27-10-PM,0.2,5.908,-69.1227,36.925,09-05-2025-Fri 20-27-10-PM,0.2,5.908,-69.582,36.925
09-05-2025-Fri 20-27-12-PM,0,5.908,-72.8601,inf,09-05-2025-Fri 20-27-12-PM,0.1,5.912,-71.024,73.9,09-05-2025-Fri 20-27-12-PM,0,5.916,-70.861,inf,09-05-2025-Fri 20-27-12-PM,0,5.916,-68.991,inf,09-05-2025-Fri 20-27-12-PM,0.2,5.908,-67.4161,36.925,,,,,,09-05-2025-Fri 20-27-12-PM,0.5,5.908,-69.1883,14.77,09-05-2025-Fri 20-27-12-PM,0.3,5.912,-69.631,24.6333
09-05-2025-Fri 20-27-15-PM,0.4,5.904,-72.893,18.45,09-05-2025-Fri 20-27-15-PM,0.2,5.916,-71.057,36.975,09-05-2025-Fri 20-27-15-PM,0.1,5.916,-70.8937,73.95,09-05-2025-Fri 20-27-15-PM,0,5.912,-69.002,inf,09-05-2025-Fri 20-27-15-PM,0.2,5.908,-67.4488,36.925,,,,,,09-05-2025-Fri 20-27-15-PM,0.4,5.908,-69.1883,18.4625,09-05-2025-Fri 20-27-15-PM,0.4,5.912,-69.631,18.475
09-05-2025-Fri 20-27-17-PM,0.2,5.908,-72.893,36.925,09-05-2025-Fri 20-27-17-PM,0.2,5.916,-71.068,36.975,09-05-2025-Fri 20-27-17-PM,0.2,5.916,-70.9266,36.975,09-05-2025-Fri 20-27-17-PM,0.1,5.912,-69.035,73.9,09-05-2025-Fri 20-27-17-PM,0.2,5.908,-67.4817,36.925,,,,,,09-05-2025-Fri 20-27-17-PM,0.2,5.908,-69.1883,36.925,09-05-2025-Fri 20-27-17-PM,0.3,5.912,-69.648,24.6333
09-05-2025-Fri 20-27-20-PM,0.1,5.908,-72.893,73.85,09-05-2025-Fri 20-27-20-PM,0,5.916,-71.079,inf,09-05-2025-Fri 20-27-20-PM,-0.1,5.912,-70.9266,-73.9,09-05-2025-Fri 20-27-20-PM,0,5.912,-69.068,inf,09-05-2025-Fri 20-27-20-PM,0.2,5.908,-67.5146,36.925,09-05-2025-Fri 20-27-20-PM,0.1,5.92,-68.127,74,09-05-2025-Fri 20-27-20-PM,0.1,5.904,-69.2211,73.8,09-05-2025-Fri 20-27-20-PM,0.2,5.912,-69.664,36.95
09-05-2025-Fri 20-29-17-PM,0.1,5.908,-73.4826,73.85,09-05-2025-Fri 20-29-17-PM,0.2,5.916,-71.811,36.975,09-05-2025-Fri 20-29-17-PM,0,5.916,-71.5822,inf,09-05-2025-Fri 20-29-17-PM,0.3,5.916,-69.833,24.65,09-05-2025-Fri 20-29-17-PM,0,5.908,-68.3351,inf,09-05-2025-Fri 20-29-17-PM,0.2,5.92,-68.926,37,09-05-2025-Fri 20-29-17-PM,0.2,5.904,-69.9099,36.9,09-05-2025-Fri 20-29-17-PM,0.4,5.912,-70.435,18.475
09-05-2025-Fri 20-29-19-PM,0.4,5.904,-73.4826,18.45,09-05-2025-Fri 20-29-19-PM,0.3,5.916,-71.833,24.65,09-05-2025-Fri 20-29-19-PM,0,5.916,-71.615,inf,09-05-2025-Fri 20-29-19-PM,0,5.912,-69.855,inf,09-05-2025-Fri 20-29-19-PM,0.1,5.908,-68.368,73.85,09-05-2025-Fri 20-29-19-PM,0.2,5.916,-68.948,36.975,09-05-2025-Fri 20-29-19-PM,0.3,5.908,-69.9099,24.6167,09-05-2025-Fri 20-29-19-PM,0,5.912,-70.451,inf
09-05-2025-Fri 20-29-22-PM,0.1,5.908,-73.4826,73.85,09-05-2025-Fri 20-29-22-PM,0.1,5.912,-71.844,73.9,09-05-2025-Fri 20-29-22-PM,0.1,5.912,-71.6478,73.9,09-05-2025-Fri 20-29-22-PM,0,5.912,-69.866,inf,09-05-2025-Fri 20-29-22-PM,0.3,5.908,-68.368,24.6167,09-05-2025-Fri 20-29-22-PM,0.2,5.92,-68.97,37,09-05-2025-Fri 20-29-22-PM,0.3,5.904,-69.9429,24.6,09-05-2025-Fri 20-29-22-PM,0.3,5.912,-70.468,24.6333
09-05-2025-Fri 20-29-24-PM,0.2,5.908,-73.5153,36.925,09-05-2025-Fri 20-29-24-PM,0,5.912,-71.844,inf,09-05-2025-Fri 20-29-24-PM,0,5.916,-71.6478,inf,09-05-2025-Fri 20-29-24-PM,0,5.912,-69.899,inf,09-05-2025-Fri 20-29-24-PM,0.3,5.908,-68.4008,24.6167,09-05-2025-Fri 20-29-24-PM,0.1,5.92,-68.969,74,09-05-2025-Fri 20-29-24-PM,0.2,5.908,-69.9099,36.925,09-05-2025-Fri 20-29-24-PM,0.2,5.912,-70.467,36.95
09-05-2025-Fri 20-29-45-PM,0.2,5.908,-73.6136,36.925,09-05-2025-Fri 20-29-45-PM,0,5.912,-71.964,inf,09-05-2025-Fri 20-29-45-PM,0,5.916,-71.7461,inf,09-05-2025-Fri 20-29-45-PM,0.2,5.912,-70.008,36.95,09-05-2025-Fri 20-29-45-PM,0.1,5.908,-68.5321,73.85,09-05-2025-Fri 20-29-45-PM,0.4,5.916,-69.112,18.4875,09-05-2025-Fri 20-29-45-PM,0.2,5.904,-70.0412,36.9,09-05-2025-Fri 20-29-45-PM,0.2,5.912,-70.582,36.95
09-05-2025-Fri 20-29-48-PM,-0.1,5.908,-73.6136,-73.85,09-05-2025-Fri 20-29-48-PM,0,5.916,-71.964,inf,09-05-2025-Fri 20-29-48-PM,0,5.916,-71.7789,inf,09-05-2025-Fri 20-29-48-PM,0.2,5.916,-70.052,36.975,09-05-2025-Fri 20-29-48-PM,0.1,5.904,-68.5649,73.8,09-05-2025-Fri 20-29-48-PM,0.3,5.916,-69.134,24.65,09-05-2025-Fri 20-29-48-PM,0.3,5.904,-70.0739,24.6,09-05-2025-Fri 20-29-48-PM,0.2,5.908,-70.615,36.925
