,Timestamp,mA 1,V1,mA 2,V2,mA 3,V3,mA 4,V4,mA 5,V5,mA 6,V6,mA 7,V7,mA 8,V8,Timestamp,mA 1,V1,mA 2,V2,mA 3,V3,mA 4,V4,mA 5,V5,mA 6,V6,mA 7,V7,mA 8,V8,Timestamp,T1 - COM15,T2 - COM15,T3 - COM18,T4 - COM18,T5 - COM16,T6 - COM16,T7 - COM14,T8 - COM14
2137,,,,,,,,,,,,,,,,,,,0.3,5.96,0.2,5.964,0.2,5.964,0.4,5.96,0.1,5.956,0.2,5.968,0.3,5.956,0.3,5.956,,-56.5595,-56.4935,-56.955,-58.0095,-64.6567,-62.4868,-61.9276,-60.3478
2200,,,,,,,,,,,,,,,,,,,0.4,5.96,0.2,5.968,0.1,5.968,0.3,5.964,0.2,5.96,0.4,5.972,0.3,5.96,0.1,5.964,,-58.9978,-58.7672,-59.4259,-60.6441,-66.6937,-64.821,-64.2295,-62.8485
2229,,,,,,,,,,,,,,,,,,,0.2,5.956,0.2,5.968,0.1,5.968,0.2,5.972,0.1,5.96,0.3,5.972,0.3,5.96,0.2,5.964,,-60.1503,-59.854,-60.6112,-61.9276,-67.4161,-65.7411,-65.1826,-63.9008
2261,,,,,,,,,,,,,,,,,,,0.1,5.964,0.4,5.968,0.0,5.972,-0.1,5.968,-0.3,5.96,0.4,5.972,0.0,5.964,0.0,5.964,,-61.4011,-60.8416,-61.6971,-63.0129,-68.2368,-66.7921,-66.1353,-64.8869
2268,,,,,,,,,,,,,,,,,,,0.5,5.96,0.2,5.972,0.1,5.968,0.2,5.968,-0.2,5.96,0.2,5.972,0.2,5.964,0.1,5.964,,-61.6971,-61.2365,-62.092,-63.4076,-68.9587,-67.3832,-66.6279,-65.3797
2269,,,,,,,,,,,,,,,,,,,0.2,5.96,0.1,5.968,0.3,5.968,0.2,5.968,-0.1,5.96,0.1,5.972,0.1,5.964,0.2,5.968,,-61.8947,-61.434,-62.2236,-63.5391,-69.1883,-67.5802,-66.7593,-65.544
2280,,,,,,,,,,,,,,,,,,,-0.1,5.964,0.2,5.968,0.0,5.972,0.3,5.968,0.1,5.96,0.0,5.976,0.2,5.96,0.2,5.968,,-62.6183,-62.4868,-63.0788,-64.2624,-70.5003,-68.6306,-67.7771,-66.4309
2281,,,,,,,,,,,,,,,,,,,0.2,5.964,0.2,5.972,0.0,5.972,0.2,5.968,-0.3,5.964,-0.1,5.976,0.0,5.964,0.5,5.968,,-62.7499,-62.4868,-63.1117,-64.328,-70.5987,-68.6961,-67.8757,-66.4967
2347,,,,,,,,,,,,,,,,,,,0.2,5.96,0.3,5.968,-0.1,5.972,0.3,5.972,0.0,5.964,0.3,5.972,0.2,5.964,0.0,5.964,,-66.7593,-66.7265,-67.2519,-68.3351,-74.9886,-72.7619,-72.0738,-70.5987
2348,,,,,,,,,,,,,,,,,,,0.0,5.96,0.0,5.968,-0.1,5.968,0.2,5.968,0.0,5.96,0.0,5.98,0.0,5.96,0.0,5.964,,-66.825,-66.7593,-67.2847,-68.4008,-75.0214,-72.8274,-72.1065,-70.6643
2367,,,,,,,,,,,,,,,,,,,0.2,5.96,0.0,5.972,-0.4,5.972,0.2,5.972,0.0,5.96,0.1,5.976,0.0,5.964,0.2,5.968,,-67.81,-67.6459,-68.2368,-69.3851,-75.8068,-73.7118,-73.0239,-71.5494
2368,,,,,,,,,,,,,,,,,,,0.2,5.96,0.2,5.968,-0.2,5.972,-0.1,5.968,0.0,5.96,0.3,5.976,0.0,5.96,0.0,5.968,,-67.81,-67.613,-68.2695,-69.4508,-75.8723,-73.7773,-73.0567,-71.615
2389,,,,,,,,,,,,,,,,,,,0.4,5.964,0.1,5.968,-0.3,5.972,-0.2,5.968,0.0,5.96,0.1,5.972,0.1,5.964,0.2,5.968,,-68.729,-68.5321,-69.1555,-70.3691,-76.5266,-74.5304,-73.8427,-72.467
2390,,,,,,,,,,,,,,,,,,,0.0,5.96,0.0,5.972,0.0,5.972,-0.3,5.968,0.0,5.96,0.0,5.972,0.1,5.964,0.2,5.968,,-68.729,-68.5977,-69.2211,-70.4019,-76.5594,-74.5632,-73.9084,-72.4998
2425,,,,,,,,,,,,,,,,,,,0.2,5.964,-0.2,5.968,0.1,5.968,-0.2,5.972,-0.1,5.956,-0.1,5.976,-0.1,5.964,-0.1,5.968,,-70.2379,-69.9099,-70.6643,-71.91,-77.5078,-75.6761,-75.0869,-73.7446
2488,,,,,,,,,,,,,,,,,,,0.3,5.956,0.0,5.968,0.1,5.964,-0.1,5.964,-0.3,5.956,-0.1,5.968,0.2,5.952,0.2,5.96,,-72.467,-71.9427,-72.7619,-73.9738,-78.554,-77.0827,-76.5921,-75.4142
2489,,,,,,,,,,,,,,,,,,,0.1,5.956,0.1,5.96,-0.1,5.964,-0.2,5.964,-0.2,5.956,0.3,5.968,0.0,5.956,0.2,5.964,,-72.4998,-71.9427,-72.7619,-74.0393,-78.554,-77.0827,-76.5921,-75.4796
2490,,,,,,,,,,,,,,,,,,,0.3,5.952,0.1,5.964,-0.1,5.964,0.2,5.96,-0.3,5.96,0.0,5.968,0.0,5.956,-0.1,5.96,,-72.5653,-71.9755,-72.7946,-74.0393,-78.5866,-77.0827,-76.5921,-75.5124
2593,,,,,,,,,,,,,,,,,,,0.0,5.96,0.1,5.968,0.1,5.972,0.0,5.968,0.0,5.956,0.1,5.972,0.0,5.96,0.1,5.964,,-76.4612,-76.1013,-76.5594,-77.5078,-82.7339,-81.0366,-80.2202,-79.0442
2594,,,,,,,,,,,,,,,,,,,0.0,5.96,0.1,5.964,-0.2,5.968,0.0,5.964,0.0,5.956,0.1,5.972,-0.1,5.96,-0.1,5.964,,-76.494,-76.265,-76.6247,-77.5405,-82.7992,-81.102,-80.2857,-79.1095
2620,,,,,,,,,,,,,,,,,,,-0.2,5.956,0.0,5.968,-0.1,5.968,-0.1,5.964,0.2,5.956,0.3,5.972,0.1,5.96,0.2,5.964,,-77.9328,-77.704,-78.129,-78.9462,-84.4625,-82.6686,-81.8202,-80.6122
2621,,,,,,,,,,,,,,,,,,,0.1,5.96,-0.1,5.968,-0.1,5.964,-0.2,5.96,-0.2,5.956,-0.1,5.968,-0.1,5.96,0.2,5.964,,-77.9656,-77.7693,-78.1617,-78.9789,-84.5278,-82.7013,-81.8855,-80.6449
2659,,,,,,,,,,,,,,,,,,,-0.1,5.956,0.1,5.964,-0.1,5.968,-0.2,5.964,-0.2,5.956,0.0,5.972,0.0,5.956,-0.2,5.96,,-80.0243,-79.8283,-80.253,-81.1347,-86.5157,-84.7885,-83.9409,-82.6686
2708,,,,,,,,,,,,,,,,,,,-0.1,5.956,0.1,5.964,-0.3,5.964,0.0,5.96,-0.1,5.956,0.1,5.968,0.0,5.952,0.0,5.96,,-82.375,-82.1466,-82.5055,-83.3864,-89.0551,-87.3624,-86.255,-84.9842
2709,,,,,,,,,,,,,,,,,,,0.2,5.956,-0.1,5.964,-0.3,5.964,-0.3,5.96,0.0,5.956,0.0,5.964,-0.1,5.956,0.1,5.96,,-82.4076,-82.2119,-82.5708,-83.4516,-89.1527,-87.4276,-86.3528,-85.0493
2764,,,,,,,,,,,,,,,,,,,-0.1,5.956,0.0,5.964,-0.2,5.964,0.1,5.96,0.0,5.952,0.2,5.968,0.1,5.952,-0.1,5.96,,-86.2877,-86.4179,-86.5807,-87.3299,-94.028,-91.7867,-90.6814,-89.1201
2851,,,,,,,,,,,,,,,,,,,0.1,5.96,0.1,5.968,0.1,5.968,0.3,5.968,0.0,5.96,-0.1,5.972,0.2,5.96,0.3,5.968,,-90.9091,-90.5514,-90.9415,-91.9166,-97.2398,-95.5858,-94.6772,-93.2486
2852,,,,,,,,,,,,,,,,,,,0.4,5.96,0.1,5.964,-0.1,5.968,-0.3,5.968,-0.1,5.96,-0.2,5.972,0.1,5.96,0.2,5.964,,-90.8764,-90.6814,-90.9739,-91.9816,-97.2722,-95.5858,-94.7096,-93.2811
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.2187,22.6581,22.151,22.2864,21.4414,21.576,21.1704,21.4414
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.2526,22.5904,22.1171,22.2864,21.4414,21.543,21.1704,21.4414
2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.2187,22.692,22.1171,22.2864,21.4075,21.543,21.1374,21.4414
3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.2526,22.6581,22.1171,22.2526,21.4075,21.543,21.1704,21.4752
4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.2526,22.6243,22.1171,22.2864,21.4075,21.543,21.1704,21.4414
19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.5565,22.7251,22.3195,22.6581,21.576,21.6776,21.3398,21.847
20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.5565,22.7251,22.2526,22.5904,21.543,21.6438,21.3398,21.6776
21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.5565,22.7251,22.2187,22.5904,21.576,21.6438,21.3059,21.6438
22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.5227,22.7928,22.2187,22.5565,21.576,21.6438,21.3398,21.6107
23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.5227,22.7251,22.2187,22.5565,21.576,21.6107,21.3059,21.6107
24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.5904,22.6243,22.2187,22.5565,21.543,21.6107,21.3059,21.6107
25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.4888,22.692,22.2187,22.5565,21.5091,21.6107,21.3398,21.6107
26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.5565,22.7251,22.2187,22.5227,21.543,21.6107,21.3059,21.6107
27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.4211,22.7597,22.1848,22.5227,21.543,21.576,21.3059,21.576
28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.5227,22.692,22.1848,22.5565,21.5091,21.576,21.272,21.6107
29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.5227,22.6581,22.1848,22.5227,21.5091,21.576,21.3059,21.576
30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.4211,22.5904,22.1848,22.5227,21.5091,21.576,21.272,21.576
31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.4888,22.692,22.1848,22.5565,21.5091,21.576,21.3059,21.576
32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.4888,22.7251,22.151,22.5227,21.5091,21.576,21.3059,21.576
33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.4549,22.692,22.151,22.5227,21.5091,21.576,21.3059,21.576
34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.4549,22.6243,22.151,22.4888,21.5091,21.576,21.3059,21.576
35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.4888,22.6243,22.151,22.5227,21.5091,21.543,21.272,21.576
36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.4888,22.5904,22.151,22.4888,21.4752,21.543,21.3059,21.576
37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.5565,22.6581,22.1171,22.5227,21.5091,21.543,21.3059,21.576
38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.4549,22.5904,22.1171,22.5227,21.4752,21.543,21.3059,21.576
39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.4549,22.5904,22.151,22.5227,21.4752,21.543,21.3059,21.576
40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.4211,22.5904,22.1171,22.4888,21.5091,21.5091,21.272,21.576
41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.4549,22.5565,22.151,22.5227,21.4752,21.543,21.3059,21.543
42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.4211,22.5904,22.1171,22.4888,21.4752,21.543,21.272,21.543
43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.4211,22.5565,22.1171,22.4888,21.4414,21.5091,21.3059,21.576
44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.4211,22.6243,22.0832,22.4549,21.4414,21.5091,21.272,21.5091
45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.4549,22.5227,22.1171,22.4549,21.4414,21.5091,21.272,21.5091
46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.3542,22.4888,22.0832,22.4549,21.4075,21.4752,21.272,21.5091
47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.3542,22.4549,22.0832,22.4549,21.3736,21.4752,21.272,21.4752
48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.3872,22.5565,22.0494,22.4549,21.3736,21.4075,21.2382,21.4414
49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.3195,22.5227,22.0494,22.4211,21.3398,21.3736,21.2382,21.4075
50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.4211,22.4211,22.0155,22.4211,21.272,21.3398,21.2051,21.3059
51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.3542,22.4549,22.0155,22.3872,21.272,21.272,21.1704,21.2382
52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.3195,22.4211,21.9816,22.3542,21.2051,21.2382,21.1704,21.1704
53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.3195,22.4211,21.9816,22.3542,21.1374,21.1704,21.1704,21.1035
54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.2187,22.3542,21.9816,22.3195,21.0358,21.1374,21.1374,20.9681
55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.2526,22.3872,21.9816,22.2864,20.9681,21.0697,21.1035,20.9003
56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.2187,22.2864,21.9478,22.2864,20.8326,21.0019,21.0358,20.7995
57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.151,22.2187,21.9139,22.2187,20.6641,20.9003,20.9681,20.6641
58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.151,22.2187,21.88,22.2187,20.5963,20.7995,20.9342,20.5625
59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.1848,22.1171,21.847,22.151,20.4617,20.6641,20.8665,20.4278
60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.1848,22.0494,21.847,22.1171,20.2923,20.5286,20.7995,20.3262
61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0155,21.9816,21.8123,22.0832,20.1238,20.4617,20.6979,20.2246
62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.9816,21.9478,21.7792,22.0494,19.9884,20.3601,20.6302,20.09
63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.9139,21.88,21.7454,21.9816,19.786,20.2593,20.5286,19.9884
64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.847,21.7454,21.6107,21.88,19.4481,19.9884,20.3262,19.7182
65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.6776,21.4752,21.543,21.8123,19.0764,19.7182,20.3601,19.6505
68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.4075,21.2051,21.3736,21.576,18.233,19.2796,19.7521,19.2796
69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.4075,21.0358,21.3398,21.4414,17.9967,19.1103,19.5158,19.1441
70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.3398,21.0358,21.2382,21.3398,17.7935,18.9756,19.4142,19.0433
71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.2382,20.7995,21.1704,21.272,17.5911,18.8401,19.2796,18.9417
72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.1374,20.7318,21.1035,21.2051,17.3549,18.6716,19.1441,18.8401
73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0019,20.5963,21.0019,21.1035,17.1525,18.5031,19.0433,18.6716
74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.9681,20.5286,20.9342,21.0358,16.9501,18.4015,18.9417,18.5031
75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.8326,20.3601,20.8665,20.9342,16.7815,18.233,18.8071,18.4015
76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.7318,20.2246,20.7657,20.8326,16.5791,18.0644,18.6377,18.266
77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.5963,20.1577,20.6641,20.7318,16.376,17.929,18.5031,18.1991
78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.4955,20.09,20.5963,20.6641,16.2082,17.7604,18.3676,18.0975
79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.4278,19.8876,20.5286,20.5963,16.0058,17.6588,18.1991,18.0298
80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.2923,19.8537,20.4278,20.5286,15.8026,17.4903,18.0644,17.929
81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.1916,19.7182,20.3262,20.4278,15.6341,17.3887,17.8951,17.8274
82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0561,19.6166,20.2593,20.3601,15.3979,17.2541,17.7604,17.6927
83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.9545,19.5497,20.2246,20.2923,15.2293,17.1186,17.625,17.5911
84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.8537,19.3804,20.09,20.1916,15.0608,16.9839,17.4565,17.4903
85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.786,19.2796,20.0222,20.09,14.8584,16.8154,17.2871,17.3549
86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.6505,19.2119,19.9206,20.0222,14.656,16.6461,17.1525,17.2541
87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.482,19.1441,19.8198,19.9545,14.4875,16.4776,16.9839,17.1186
88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.482,19.0433,19.7521,19.8537,14.319,16.3429,16.8154,17.017
89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.4142,18.9417,19.6505,19.786,14.1505,16.1736,16.6799,16.9501
90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.1441,18.8071,19.5836,19.6844,13.9481,16.0728,16.5453,16.8154
91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.1103,18.7724,19.482,19.6166,13.8134,15.9381,16.4437,16.6799
92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0095,18.6039,19.3804,19.5158,13.6449,15.8026,16.309,16.5453
93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.9417,18.4684,19.3126,19.4142,13.5102,15.7357,16.1405,16.4437
94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.9079,18.3676,19.2457,19.3465,13.3409,15.6003,16.0389,16.376
95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.7393,18.3337,19.1441,19.2457,13.1732,15.4317,15.8704,16.2752
96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.57,18.1991,19.0764,19.1441,13.0038,15.2971,15.7019,16.1405
97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.57,18.0975,18.9417,19.0764,12.8692,15.1624,15.5672,16.0058
103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0298,17.558,18.6039,18.7055,11.9935,14.4875,14.8923,15.4995
104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.9628,17.5234,18.4015,18.5361,11.825,14.3528,14.7238,15.3309
105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.8612,17.4226,18.2999,18.4353,11.6895,14.2512,14.6222,15.2293
106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.7266,17.321,18.1991,18.3337,11.5548,14.0827,14.4536,15.0947
107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.6927,17.1863,18.0975,18.266,11.4202,13.9819,14.319,14.9931
108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.5234,17.1186,18.0298,18.1652,11.2855,13.8803,14.2182,14.9262
109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.4226,17.017,17.929,18.0644,11.1509,13.7795,14.0827,14.7907
110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.3549,16.8823,17.8274,17.9628,10.9823,13.6449,13.9819,14.6899
111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.2202,16.7815,17.7266,17.8612,10.8138,13.5102,13.8134,14.5883
112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0517,16.6799,17.625,17.7604,10.713,13.4425,13.6779,14.4536
113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0517,16.6461,17.558,17.6588,10.5784,13.274,13.5771,14.3867
114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.9162,16.5453,17.4565,17.5911,10.4437,13.2062,13.4425,14.2512
115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.8493,16.4437,17.3887,17.4903,10.2752,13.0716,13.3409,14.1166
116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.613,16.2752,17.1863,17.321,10.0059,12.8353,13.1054,13.9481
117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.4106,16.0728,17.017,17.1186,9.77042,12.5999,12.9369,13.7795
118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.2082,15.8704,16.8493,16.9501,9.53416,12.3297,12.6676,13.6449
119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.2082,15.8365,16.7477,16.8493,9.36563,12.229,12.566,13.5433
120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0389,15.7019,16.7138,16.7477,9.26484,12.162,12.3975,13.4425
121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.9712,15.6341,16.613,16.6461,9.13018,12.0604,12.3297,13.3409
122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.9042,15.5333,16.5453,16.5791,8.99553,11.9935,12.2628,13.2401
129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.2632,15.0269,16.0728,16.1405,8.22144,11.3194,11.7911,12.8353
138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.5883,14.2851,15.3309,15.2293,7.31269,10.5106,10.9485,12.3975
139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.5552,14.2182,15.1955,15.0947,7.17804,10.4098,10.6122,11.8919
140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.3867,14.1166,15.0947,14.96,7.11111,10.3091,10.5106,11.7911
141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.2512,13.9819,15.0269,14.8923,7.00951,10.2413,10.4098,11.7242
142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.2512,13.8803,14.96,14.8246,6.90872,10.1405,10.3091,11.6226
143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0497,13.8134,14.8584,14.7238,6.84179,10.0389,10.2413,11.5548
144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.1166,13.7126,14.7576,14.656,6.741,9.90427,10.1405,11.4879
145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0158,13.5433,14.7238,14.5552,6.67327,9.87121,10.0736,11.4202
146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.9142,13.5433,14.6222,14.4875,6.57248,9.73574,9.972,11.3533
147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.7795,13.4425,14.5552,14.3867,6.43782,9.66882,9.87121,11.2855
148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.7126,13.3409,14.4536,14.2851,6.37089,9.56803,9.83735,11.2186
149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.611,13.3078,14.3867,14.2182,6.2701,9.46724,9.73574,11.1847
150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.4425,13.1732,14.2182,14.0497,6.10157,9.33258,9.56803,11.0501
151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.4086,13.1054,14.1505,13.9481,6.00078,9.23178,9.46724,10.9823
152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.274,13.0716,14.0827,13.8803,5.89999,9.13018,9.3995,10.8477
153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.1732,12.9708,14.0497,13.8134,5.83226,9.06326,9.29871,10.7808
154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0716,12.8692,13.9819,13.7126,5.76533,8.96166,9.23178,10.713
155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0716,12.8023,13.8803,13.6449,5.63067,8.86087,9.13018,10.6792
156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.9708,12.7007,13.8134,13.5771,5.56374,8.79313,9.02939,10.6122
157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.8692,12.7345,13.7457,13.4756,5.49601,8.72621,8.96166,10.5445
158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.7684,12.6329,13.6779,13.4086,5.39522,8.62542,8.89473,10.5106
159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.7007,12.4983,13.611,13.3078,5.29443,8.52462,8.86087,10.4437
160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.6329,12.4652,13.5433,13.274,5.2275,8.42302,8.76007,10.376
161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.5321,12.4313,13.5102,13.1732,5.15977,8.32223,8.65928,10.3091
162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.4983,12.4313,13.4425,13.1054,5.05898,8.28917,8.59155,10.2413
163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.3975,12.2967,13.3748,13.0038,4.99205,8.18757,8.55768,10.1405
164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.3297,12.1951,13.3078,12.9369,4.89126,8.08678,8.45689,10.0736
165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.2967,12.1282,13.2401,12.8692,4.82352,8.01986,8.38997,10.0059
