timestamp, volt1 V, volt2 V, H ppm1, H ppm2
2025-12-09T16:42:18,Index:4668, DAC1:9506, 28.26PPM, DAC2:11298, 33.73PPM, DAC3:448.00, 0.62PPM
2025-12-09T16:42:35,Index:4684, DAC1:11154, 33.29PPM, DAC2:11618, 34.71PPM, DAC3:496.00, 0.76PPM
2025-12-09T16:42:36,Index:4685, DAC1:11250, 33.58PPM, DAC2:11298, 33.73PPM, DAC3:480.00, 0.71PPM
2025-12-09T16:42:37,Index:4686, DAC1:11346, 33.88PPM, DAC2:11330, 33.83PPM, DAC3:384.00, 0.42PPM
2025-12-09T16:42:38,Index:4687, DAC1:11282, 33.68PPM, DAC2:11378, 33.97PPM, DAC3:432.00, 0.57PPM
2025-12-09T16:42:39,Index:4688, DAC1:11794, 35.24PPM, DAC2:11522, 34.41PPM, DAC3:464.00, 0.67PPM
2025-12-09T16:42:40,Index:4689, DAC1:11906, 35.58PPM, DAC2:11266, 33.63PPM, DAC3:496.00, 0.76PPM
2025-12-09T16:42:41,Index:4690, DAC1:12323, 36.86PPM, DAC2:11426, 34.12PPM, DAC3:336.00, 0.28PPM
2025-12-09T16:42:42,Index:4691, DAC1:12499, 37.39PPM, DAC2:11522, 34.41PPM, DAC3:448.00, 0.62PPM
2025-12-09T16:42:43,Index:4692, DAC1:12419, 37.15PPM, DAC2:11362, 33.92PPM, DAC3:416.00, 0.52PPM
2025-12-09T16:42:44,Index:4693, DAC1:12419, 37.15PPM, DAC2:11586, 34.61PPM, DAC3:384.00, 0.42PPM
2025-12-09T16:42:45,Index:4694, DAC1:12771, 38.22PPM, DAC2:11778, 35.19PPM, DAC3:576.00, 1.01PPM
2025-12-09T16:42:46,Index:4695, DAC1:12931, 38.71PPM, DAC2:11458, 34.22PPM, DAC3:464.00, 0.67PPM
2025-12-09T16:42:47,Index:4696, DAC1:12723, 38.08PPM, DAC2:11330, 33.83PPM, DAC3:464.00, 0.67PPM
2025-12-09T16:42:48,Index:4697, DAC1:12995, 38.91PPM, DAC2:11346, 33.88PPM, DAC3:512.00, 0.81PPM
2025-12-09T16:42:49,Index:4698, DAC1:13059, 39.10PPM, DAC2:11426, 34.12PPM, DAC3:704.00, 1.40PPM
2025-12-09T16:42:50,Index:4699, DAC1:12819, 38.37PPM, DAC2:11474, 34.27PPM, DAC3:432.00, 0.57PPM
2025-12-09T16:42:51,Index:4700, DAC1:13091, 39.20PPM, DAC2:11506, 34.36PPM, DAC3:416.00, 0.52PPM
2025-12-09T16:42:52,Index:4701, DAC1:13139, 39.35PPM, DAC2:11474, 34.27PPM, DAC3:384.00, 0.42PPM
2025-12-09T16:42:53,Index:4702, DAC1:13443, 40.28PPM, DAC2:11410, 34.07PPM, DAC3:432.00, 0.57PPM
2025-12-09T16:42:54,Index:4703, DAC1:13475, 40.37PPM, DAC2:11298, 33.73PPM, DAC3:464.00, 0.67PPM
2025-12-09T16:42:55,Index:4704, DAC1:13907, 41.69PPM, DAC2:11394, 34.02PPM, DAC3:352.00, 0.32PPM
2025-12-09T16:42:56,Index:4705, DAC1:14259, 42.77PPM, DAC2:11458, 34.22PPM, DAC3:432.00, 0.57PPM
2025-12-09T16:42:57,Index:4706, DAC1:14531, 43.60PPM, DAC2:11538, 34.46PPM, DAC3:384.00, 0.42PPM
2025-12-09T16:42:58,Index:4707, DAC1:14867, 44.62PPM, DAC2:11538, 34.46PPM, DAC3:320.00, 0.23PPM
2025-12-09T16:42:59,Index:4708, DAC1:15059, 45.21PPM, DAC2:11538, 34.46PPM, DAC3:416.00, 0.52PPM
2025-12-09T16:43:00,Index:4709, DAC1:14611, 43.84PPM, DAC2:11442, 34.17PPM, DAC3:448.00, 0.62PPM
2025-12-09T16:43:01,Index:4710, DAC1:14899, 44.72PPM, DAC2:11490, 34.32PPM, DAC3:320.00, 0.23PPM
2025-12-09T16:43:02,Index:4711, DAC1:15507, 46.57PPM, DAC2:11538, 34.46PPM, DAC3:448.00, 0.62PPM
2025-12-09T16:43:03,Index:4712, DAC1:15491, 46.53PPM, DAC2:11426, 34.12PPM, DAC3:432.00, 0.57PPM
2025-12-09T16:43:04,Index:4713, DAC1:15491, 46.53PPM, DAC2:11506, 34.36PPM, DAC3:480.00, 0.71PPM
2025-12-09T16:43:05,Index:4714, DAC1:15347, 46.09PPM, DAC2:11554, 34.51PPM, DAC3:384.00, 0.42PPM
2025-12-09T16:43:06,Index:4715, DAC1:15315, 45.99PPM, DAC2:11538, 34.46PPM, DAC3:512.00, 0.81PPM
2025-12-09T16:43:07,Index:4716, DAC1:15459, 46.43PPM, DAC2:11474, 34.27PPM, DAC3:432.00, 0.57PPM
2025-12-09T16:43:08,Index:4717, DAC1:15651, 47.01PPM, DAC2:11426, 34.12PPM, DAC3:512.00, 0.81PPM
2025-12-09T16:43:09,Index:4718, DAC1:15619, 46.92PPM, DAC2:11410, 34.07PPM, DAC3:512.00, 0.81PPM
2025-12-09T16:43:10,Index:4719, DAC1:15571, 46.77PPM, DAC2:11490, 34.32PPM, DAC3:416.00, 0.52PPM
2025-12-09T16:43:11,Index:4720, DAC1:15603, 46.87PPM, DAC2:11490, 34.32PPM, DAC3:496.00, 0.76PPM
2025-12-09T16:43:12,Index:4721, DAC1:15859, 47.65PPM, DAC2:11442, 34.17PPM, DAC3:528.00, 0.86PPM
2025-12-09T16:43:13,Index:4722, DAC1:15795, 47.45PPM, DAC2:11218, 33.49PPM, DAC3:448.00, 0.62PPM
2025-12-09T16:43:14,Index:4723, DAC1:16115, 48.43PPM, DAC2:11538, 34.46PPM, DAC3:416.00, 0.52PPM
2025-12-09T16:43:15,Index:4724, DAC1:15923, 47.84PPM, DAC2:11250, 33.58PPM, DAC3:432.00, 0.57PPM
2025-12-09T16:43:16,Index:4725, DAC1:16099, 48.38PPM, DAC2:11106, 33.14PPM, DAC3:496.00, 0.76PPM
2025-12-09T16:43:17,Index:4726, DAC1:16099, 48.38PPM, DAC2:11106, 33.14PPM, DAC3:464.00, 0.67PPM
2025-12-09T16:43:18,Index:4727, DAC1:16099, 48.38PPM, DAC2:11138, 33.24PPM, DAC3:480.00, 0.71PPM
2025-12-09T16:43:19,Index:4728, DAC1:15955, 47.94PPM, DAC2:11298, 33.73PPM, DAC3:400.00, 0.47PPM
2025-12-09T16:43:20,Index:4729, DAC1:16420, 49.36PPM, DAC2:11346, 33.88PPM, DAC3:400.00, 0.47PPM
2025-12-09T16:43:21,Index:4730, DAC1:15955, 47.94PPM, DAC2:11266, 33.63PPM, DAC3:496.00, 0.76PPM
2025-12-09T16:43:22,Index:4731, DAC1:16067, 48.28PPM, DAC2:11282, 33.68PPM, DAC3:512.00, 0.81PPM
2025-12-09T16:43:23,Index:4732, DAC1:16003, 48.09PPM, DAC2:11186, 33.39PPM, DAC3:512.00, 0.81PPM
2025-12-09T16:43:24,Index:4733, DAC1:16051, 48.23PPM, DAC2:11218, 33.49PPM, DAC3:448.00, 0.62PPM
2025-12-09T16:43:25,Index:4734, DAC1:16339, 49.11PPM, DAC2:11202, 33.44PPM, DAC3:416.00, 0.52PPM
2025-12-09T16:43:26,Index:4735, DAC1:16436, 49.41PPM, DAC2:11282, 33.68PPM, DAC3:480.00, 0.71PPM
2025-12-09T16:43:27,Index:4736, DAC1:16836, 50.63PPM, DAC2:11330, 33.83PPM, DAC3:640.00, 1.20PPM
2025-12-09T16:43:28,Index:4737, DAC1:16836, 50.63PPM, DAC2:11314, 33.78PPM, DAC3:528.00, 0.86PPM
2025-12-09T16:43:29,Index:4738, DAC1:16788, 50.48PPM, DAC2:11282, 33.68PPM, DAC3:432.00, 0.57PPM
2025-12-09T16:43:30,Index:4739, DAC1:16836, 50.63PPM, DAC2:11266, 33.63PPM, DAC3:432.00, 0.57PPM
2025-12-09T16:43:31,Index:4740, DAC1:16900, 50.83PPM, DAC2:11202, 33.44PPM, DAC3:448.00, 0.62PPM
2025-12-09T16:43:32,Index:4741, DAC1:17028, 51.22PPM, DAC2:11170, 33.34PPM, DAC3:416.00, 0.52PPM
2025-12-09T16:43:33,Index:4742, DAC1:16836, 50.63PPM, DAC2:11266, 33.63PPM, DAC3:416.00, 0.52PPM
2025-12-09T16:43:34,Index:4743, DAC1:16644, 50.04PPM, DAC2:11282, 33.68PPM, DAC3:432.00, 0.57PPM
2025-12-09T16:43:35,Index:4744, DAC1:16676, 50.14PPM, DAC2:11362, 33.92PPM, DAC3:416.00, 0.52PPM
2025-12-09T16:43:36,Index:4745, DAC1:16836, 50.63PPM, DAC2:11266, 33.63PPM, DAC3:480.00, 0.71PPM
2025-12-09T16:43:37,Index:4746, DAC1:16916, 50.87PPM, DAC2:11298, 33.73PPM, DAC3:400.00, 0.47PPM
2025-12-09T16:43:38,Index:4747, DAC1:16868, 50.73PPM, DAC2:11202, 33.44PPM, DAC3:464.00, 0.67PPM
2025-12-09T16:43:39,Index:4748, DAC1:16804, 50.53PPM, DAC2:11218, 33.49PPM, DAC3:512.00, 0.81PPM
2025-12-09T16:43:40,Index:4749, DAC1:16804, 50.53PPM, DAC2:11282, 33.68PPM, DAC3:448.00, 0.62PPM
2025-12-09T16:43:41,Index:4750, DAC1:16900, 50.83PPM, DAC2:11330, 33.83PPM, DAC3:512.00, 0.81PPM
2025-12-09T16:43:42,Index:4751, DAC1:16708, 50.24PPM, DAC2:11282, 33.68PPM, DAC3:464.00, 0.67PPM
2025-12-09T16:43:43,Index:4752, DAC1:17060, 51.31PPM, DAC2:11298, 33.73PPM, DAC3:544.00, 0.91PPM
2025-12-09T16:43:44,Index:4753, DAC1:16836, 50.63PPM, DAC2:11234, 33.53PPM, DAC3:480.00, 0.71PPM
2025-12-09T16:43:45,Index:4754, DAC1:16692, 50.19PPM, DAC2:11170, 33.34PPM, DAC3:496.00, 0.76PPM
2025-12-09T16:43:46,Index:4755, DAC1:16243, 48.82PPM, DAC2:11218, 33.49PPM, DAC3:496.00, 0.76PPM
2025-12-09T16:43:47,Index:4756, DAC1:16548, 49.75PPM, DAC2:11330, 33.83PPM, DAC3:448.00, 0.62PPM
2025-12-09T16:43:48,Index:4757, DAC1:16692, 50.19PPM, DAC2:11330, 33.83PPM, DAC3:528.00, 0.86PPM
2025-12-09T16:43:49,Index:4758, DAC1:17124, 51.51PPM, DAC2:11330, 33.83PPM, DAC3:592.00, 1.06PPM
2025-12-09T16:43:50,Index:4759, DAC1:17044, 51.26PPM, DAC2:11218, 33.49PPM, DAC3:480.00, 0.71PPM
2025-12-09T16:43:51,Index:4760, DAC1:16916, 50.87PPM, DAC2:11202, 33.44PPM, DAC3:512.00, 0.81PPM
2025-12-09T16:43:52,Index:4761, DAC1:16676, 50.14PPM, DAC2:11202, 33.44PPM, DAC3:352.00, 0.32PPM
2025-12-09T16:43:53,Index:4762, DAC1:16900, 50.83PPM, DAC2:11186, 33.39PPM, DAC3:592.00, 1.06PPM
2025-12-09T16:43:54,Index:4763, DAC1:16916, 50.87PPM, DAC2:11314, 33.78PPM, DAC3:400.00, 0.47PPM
2025-12-09T16:43:55,Index:4764, DAC1:16772, 50.43PPM, DAC2:11362, 33.92PPM, DAC3:464.00, 0.67PPM
2025-12-09T16:43:56,Index:4765, DAC1:16868, 50.73PPM, DAC2:11266, 33.63PPM, DAC3:528.00, 0.86PPM
2025-12-09T16:43:57,Index:4766, DAC1:17060, 51.31PPM, DAC2:11282, 33.68PPM, DAC3:480.00, 0.71PPM
2025-12-09T16:43:58,Index:4767, DAC1:16916, 50.87PPM, DAC2:11218, 33.49PPM, DAC3:464.00, 0.67PPM
2025-12-09T16:43:59,Index:4768, DAC1:16676, 50.14PPM, DAC2:11186, 33.39PPM, DAC3:464.00, 0.67PPM
2025-12-09T16:44:00,Index:4769, DAC1:16820, 50.58PPM, DAC2:11234, 33.53PPM, DAC3:480.00, 0.71PPM
2025-12-09T16:44:01,Index:4770, DAC1:16756, 50.39PPM, DAC2:11282, 33.68PPM, DAC3:352.00, 0.32PPM
2025-12-09T16:44:02,Index:4771, DAC1:16932, 50.92PPM, DAC2:11266, 33.63PPM, DAC3:416.00, 0.52PPM
2025-12-09T16:44:03,Index:4772, DAC1:16724, 50.29PPM, DAC2:11410, 34.07PPM, DAC3:512.00, 0.81PPM
2025-12-09T16:44:04,Index:4773, DAC1:17060, 51.31PPM, DAC2:11330, 33.83PPM, DAC3:464.00, 0.67PPM
2025-12-09T16:44:05,Index:4774, DAC1:16900, 50.83PPM, DAC2:11266, 33.63PPM, DAC3:480.00, 0.71PPM
2025-12-09T16:44:06,Index:4775, DAC1:16932, 50.92PPM, DAC2:11234, 33.53PPM, DAC3:400.00, 0.47PPM
2025-12-09T16:44:07,Index:4776, DAC1:16964, 51.02PPM, DAC2:11186, 33.39PPM, DAC3:448.00, 0.62PPM
2025-12-09T16:44:08,Index:4777, DAC1:17204, 51.75PPM, DAC2:11234, 33.53PPM, DAC3:544.00, 0.91PPM
2025-12-09T16:44:09,Index:4778, DAC1:16660, 50.09PPM, DAC2:11266, 33.63PPM, DAC3:496.00, 0.76PPM
2025-12-09T16:44:10,Index:4779, DAC1:17108, 51.46PPM, DAC2:11346, 33.88PPM, DAC3:496.00, 0.76PPM
2025-12-09T16:44:11,Index:4780, DAC1:17156, 51.61PPM, DAC2:11362, 33.92PPM, DAC3:528.00, 0.86PPM
2025-12-09T16:44:12,Index:4781, DAC1:16948, 50.97PPM, DAC2:11314, 33.78PPM, DAC3:400.00, 0.47PPM
2025-12-09T16:44:13,Index:4782, DAC1:16964, 51.02PPM, DAC2:11250, 33.58PPM, DAC3:448.00, 0.62PPM
2025-12-09T16:44:14,Index:4783, DAC1:17220, 51.80PPM, DAC2:11202, 33.44PPM, DAC3:528.00, 0.86PPM
2025-12-09T16:44:15,Index:4784, DAC1:17220, 51.80PPM, DAC2:11218, 33.49PPM, DAC3:528.00, 0.86PPM
2025-12-09T16:44:16,Index:4785, DAC1:17412, 52.39PPM, DAC2:11234, 33.53PPM, DAC3:384.00, 0.42PPM
2025-12-09T16:44:17,Index:4786, DAC1:17348, 52.19PPM, DAC2:11314, 33.78PPM, DAC3:464.00, 0.67PPM
2025-12-09T16:44:18,Index:4787, DAC1:17764, 53.46PPM, DAC2:11346, 33.88PPM, DAC3:528.00, 0.86PPM
2025-12-09T16:44:19,Index:4788, DAC1:17540, 52.78PPM, DAC2:11394, 34.02PPM, DAC3:416.00, 0.52PPM
2025-12-09T16:44:21,Index:4789, DAC1:18852, 56.78PPM, DAC2:11330, 33.83PPM, DAC3:352.00, 0.32PPM
2025-12-09T16:44:22,Index:4790, DAC1:19540, 58.88PPM, DAC2:11298, 33.73PPM, DAC3:416.00, 0.52PPM
2025-12-09T16:44:23,Index:4791, DAC1:20388, 61.47PPM, DAC2:11266, 33.63PPM, DAC3:448.00, 0.62PPM
2025-12-09T16:44:24,Index:4792, DAC1:20837, 62.84PPM, DAC2:11266, 33.63PPM, DAC3:448.00, 0.62PPM
2025-12-09T16:44:25,Index:4793, DAC1:21109, 63.67PPM, DAC2:11266, 33.63PPM, DAC3:432.00, 0.57PPM
2025-12-09T16:44:26,Index:4794, DAC1:21269, 64.16PPM, DAC2:11330, 33.83PPM, DAC3:416.00, 0.52PPM
2025-12-09T16:44:27,Index:4795, DAC1:21269, 64.16PPM, DAC2:11394, 34.02PPM, DAC3:464.00, 0.67PPM
2025-12-09T16:44:28,Index:4796, DAC1:21733, 65.57PPM, DAC2:11410, 34.07PPM, DAC3:432.00, 0.57PPM
2025-12-09T16:44:29,Index:4797, DAC1:21829, 65.87PPM, DAC2:11346, 33.88PPM, DAC3:528.00, 0.86PPM
2025-12-09T16:44:30,Index:4798, DAC1:21797, 65.77PPM, DAC2:11410, 34.07PPM, DAC3:400.00, 0.47PPM
2025-12-09T16:44:30,Index:4799, DAC1:21909, 66.11PPM, DAC2:11618, 34.71PPM, DAC3:352.00, 0.32PPM
2025-12-09T16:44:31,Index:4800, DAC1:21925, 66.16PPM, DAC2:11298, 33.73PPM, DAC3:480.00, 0.71PPM
2025-12-09T16:44:32,Index:4801, DAC1:22261, 67.19PPM, DAC2:11378, 33.97PPM, DAC3:384.00, 0.42PPM
2025-12-09T16:44:34,Index:4802, DAC1:22325, 67.38PPM, DAC2:11330, 33.83PPM, DAC3:448.00, 0.62PPM
2025-12-09T16:44:35,Index:4803, DAC1:22421, 67.67PPM, DAC2:11426, 34.12PPM, DAC3:480.00, 0.71PPM
2025-12-09T16:44:36,Index:4804, DAC1:22405, 67.63PPM, DAC2:11394, 34.02PPM, DAC3:432.00, 0.57PPM
2025-12-09T16:44:37,Index:4805, DAC1:22405, 67.63PPM, DAC2:11410, 34.07PPM, DAC3:464.00, 0.67PPM
2025-12-09T16:45:25,Index:4853, DAC1:43082, 130.73PPM, DAC2:11906, 35.58PPM, DAC3:480.00, 0.71PPM
2025-12-09T16:45:26,Index:4854, DAC1:44010, 133.56PPM, DAC2:11794, 35.24PPM, DAC3:416.00, 0.52PPM
2025-12-09T16:45:27,Index:4855, DAC1:43610, 132.34PPM, DAC2:11874, 35.49PPM, DAC3:432.00, 0.57PPM
2025-12-09T16:45:28,Index:4856, DAC1:43690, 132.58PPM, DAC2:11810, 35.29PPM, DAC3:416.00, 0.52PPM
2025-12-09T16:45:29,Index:4857, DAC1:43658, 132.49PPM, DAC2:11778, 35.19PPM, DAC3:512.00, 0.81PPM
2025-12-09T16:45:30,Index:4858, DAC1:43674, 132.53PPM, DAC2:11778, 35.19PPM, DAC3:480.00, 0.71PPM
2025-12-09T16:45:31,Index:4859, DAC1:44138, 133.95PPM, DAC2:11986, 35.83PPM, DAC3:432.00, 0.57PPM
2025-12-09T16:45:32,Index:4860, DAC1:44218, 134.19PPM, DAC2:11874, 35.49PPM, DAC3:464.00, 0.67PPM
2025-12-09T16:45:33,Index:4861, DAC1:44602, 135.37PPM, DAC2:11954, 35.73PPM, DAC3:464.00, 0.67PPM
2025-12-09T16:45:34,Index:4862, DAC1:44250, 134.29PPM, DAC2:11858, 35.44PPM, DAC3:432.00, 0.57PPM
2025-12-09T16:45:35,Index:4863, DAC1:43994, 133.51PPM, DAC2:11826, 35.34PPM, DAC3:432.00, 0.57PPM
2025-12-09T16:45:36,Index:4864, DAC1:43946, 133.36PPM, DAC2:11874, 35.49PPM, DAC3:416.00, 0.52PPM
2025-12-09T16:46:29,Index:4865, DAC1:43562, 132.19PPM, DAC2:11746, 35.10PPM, DAC3:544.00, 0.91PPM
2025-12-09T16:46:30,Index:4918, DAC1:44154, 134.00PPM, DAC2:12098, 36.17PPM, DAC3:416.00, 0.52PPM
2025-12-09T16:46:31,Index:4919, DAC1:44442, 134.88PPM, DAC2:12034, 35.98PPM, DAC3:432.00, 0.57PPM
2025-12-09T16:46:32,Index:4920, DAC1:45018, 136.64PPM, DAC2:12050, 36.02PPM, DAC3:416.00, 0.52PPM
2025-12-09T16:46:33,Index:4921, DAC1:45275, 137.42PPM, DAC2:12050, 36.02PPM, DAC3:432.00, 0.57PPM
2025-12-09T16:46:34,Index:4922, DAC1:45355, 137.66PPM, DAC2:12130, 36.27PPM, DAC3:384.00, 0.42PPM
2025-12-09T16:46:35,Index:4923, DAC1:46235, 140.35PPM, DAC2:12178, 36.41PPM, DAC3:432.00, 0.57PPM
2025-12-09T16:46:36,Index:4924, DAC1:48907, 148.50PPM, DAC2:12226, 36.56PPM, DAC3:400.00, 0.47PPM
2025-12-09T16:46:37,Index:4925, DAC1:51148, 155.34PPM, DAC2:12194, 36.46PPM, DAC3:352.00, 0.32PPM
2025-12-09T16:46:38,Index:4926, DAC1:52700, 160.08PPM, DAC2:12194, 36.46PPM, DAC3:448.00, 0.62PPM
2025-12-09T16:46:39,Index:4927, DAC1:53981, 163.99PPM, DAC2:12291, 36.76PPM, DAC3:464.00, 0.67PPM
2025-12-09T16:46:40,Index:4928, DAC1:54413, 165.31PPM, DAC2:12339, 36.91PPM, DAC3:448.00, 0.62PPM
2025-12-09T16:46:41,Index:4929, DAC1:54813, 166.53PPM, DAC2:12371, 37.00PPM, DAC3:432.00, 0.57PPM
2025-12-09T16:47:21,Index:4930, DAC1:55005, 167.11PPM, DAC2:12435, 37.20PPM, DAC3:384.00, 0.42PPM
2025-12-09T16:47:22,Index:4970, DAC1:65535, 199.25PPM, DAC2:12675, 37.93PPM, DAC3:464.00, 0.67PPM
2025-12-09T16:47:23,Index:4971, DAC1:65503, 199.15PPM, DAC2:12643, 37.83PPM, DAC3:336.00, 0.28PPM
2025-12-09T16:47:24,Index:4972, DAC1:65535, 199.25PPM, DAC2:12723, 38.08PPM, DAC3:384.00, 0.42PPM
2025-12-09T16:47:25,Index:4973, DAC1:65535, 199.25PPM, DAC2:12739, 38.13PPM, DAC3:400.00, 0.47PPM
2025-12-09T16:47:26,Index:4974, DAC1:65535, 199.25PPM, DAC2:12771, 38.22PPM, DAC3:416.00, 0.52PPM
2025-12-09T16:47:27,Index:4975, DAC1:65535, 199.25PPM, DAC2:12707, 38.03PPM, DAC3:432.00, 0.57PPM
2025-12-09T16:47:28,Index:4976, DAC1:65535, 199.25PPM, DAC2:12691, 37.98PPM, DAC3:432.00, 0.57PPM
2025-12-09T16:47:29,Index:4977, DAC1:65119, 197.98PPM, DAC2:12371, 37.00PPM, DAC3:384.00, 0.42PPM
2025-12-09T16:47:30,Index:4978, DAC1:64367, 195.69PPM, DAC2:12387, 37.05PPM, DAC3:416.00, 0.52PPM
2025-12-09T16:47:31,Index:4979, DAC1:63599, 193.34PPM, DAC2:12387, 37.05PPM, DAC3:448.00, 0.62PPM
2025-12-09T16:47:32,Index:4980, DAC1:63055, 191.68PPM, DAC2:12435, 37.20PPM, DAC3:400.00, 0.47PPM
2025-12-09T16:48:24,Index:4981, DAC1:62399, 189.68PPM, DAC2:12451, 37.25PPM, DAC3:432.00, 0.57PPM
2025-12-09T16:48:25,Index:5033, DAC1:65535, 199.25PPM, DAC2:12563, 37.59PPM, DAC3:336.00, 0.28PPM
2025-12-09T16:48:26,Index:5034, DAC1:65535, 199.25PPM, DAC2:12563, 37.59PPM, DAC3:384.00, 0.42PPM
2025-12-09T16:48:27,Index:5035, DAC1:65535, 199.25PPM, DAC2:12563, 37.59PPM, DAC3:448.00, 0.62PPM
2025-12-09T16:48:28,Index:5036, DAC1:65535, 199.25PPM, DAC2:12515, 37.44PPM, DAC3:464.00, 0.67PPM
2025-12-09T16:48:29,Index:5037, DAC1:65535, 199.25PPM, DAC2:12483, 37.35PPM, DAC3:352.00, 0.32PPM
2025-12-09T16:48:30,Index:5038, DAC1:65535, 199.25PPM, DAC2:12387, 37.05PPM, DAC3:496.00, 0.76PPM
2025-12-09T16:48:31,Index:5039, DAC1:65471, 199.05PPM, DAC2:12467, 37.30PPM, DAC3:352.00, 0.32PPM
2025-12-09T16:48:32,Index:5040, DAC1:65535, 199.25PPM, DAC2:12531, 37.49PPM, DAC3:416.00, 0.52PPM
2025-12-09T16:48:33,Index:5041, DAC1:65535, 199.25PPM, DAC2:12531, 37.49PPM, DAC3:400.00, 0.47PPM
2025-12-09T16:48:34,Index:5042, DAC1:65535, 199.25PPM, DAC2:12467, 37.30PPM, DAC3:400.00, 0.47PPM
2025-12-09T16:48:35,Index:5043, DAC1:65535, 199.25PPM, DAC2:12483, 37.35PPM, DAC3:416.00, 0.52PPM
2025-12-09T16:48:36,Index:5044, DAC1:65535, 199.25PPM, DAC2:12435, 37.20PPM, DAC3:400.00, 0.47PPM
2025-12-09T16:49:22,Index:5090, DAC1:65535, 199.25PPM, DAC2:12771, 38.22PPM, DAC3:464.00, 0.67PPM
2025-12-09T16:49:23,Index:5091, DAC1:65535, 199.25PPM, DAC2:12755, 38.18PPM, DAC3:432.00, 0.57PPM
2025-12-09T16:49:24,Index:5092, DAC1:65535, 199.25PPM, DAC2:12755, 38.18PPM, DAC3:400.00, 0.47PPM
2025-12-09T16:49:25,Index:5093, DAC1:65535, 199.25PPM, DAC2:12707, 38.03PPM, DAC3:368.00, 0.37PPM
2025-12-09T16:49:26,Index:5094, DAC1:65535, 199.25PPM, DAC2:12643, 37.83PPM, DAC3:400.00, 0.47PPM
2025-12-09T16:49:27,Index:5095, DAC1:65535, 199.25PPM, DAC2:12707, 38.03PPM, DAC3:480.00, 0.71PPM
2025-12-09T16:49:28,Index:5096, DAC1:65535, 199.25PPM, DAC2:12723, 38.08PPM, DAC3:432.00, 0.57PPM
2025-12-09T16:53:58,Index:5097, DAC1:65535, 199.25PPM, DAC2:12755, 38.18PPM, DAC3:416.00, 0.52PPM
2025-12-09T16:53:59,Index:5367, DAC1:65535, 199.25PPM, DAC2:12515, 37.44PPM, DAC3:432.00, 0.57PPM
2025-12-09T16:54:00,Index:5368, DAC1:65535, 199.25PPM, DAC2:12194, 36.46PPM, DAC3:448.00, 0.62PPM
2025-12-09T16:54:01,Index:5369, DAC1:65535, 199.25PPM, DAC2:13411, 40.18PPM, DAC3:432.00, 0.57PPM
2025-12-09T16:54:02,Index:5370, DAC1:65535, 199.25PPM, DAC2:12018, 35.93PPM, DAC3:400.00, 0.47PPM
2025-12-09T16:54:03,Index:5371, DAC1:65535, 199.25PPM, DAC2:12547, 37.54PPM, DAC3:448.00, 0.62PPM
2025-12-09T16:54:04,Index:5372, DAC1:65535, 199.25PPM, DAC2:12563, 37.59PPM, DAC3:464.00, 0.67PPM
2025-12-09T16:54:05,Index:5373, DAC1:65535, 199.25PPM, DAC2:12547, 37.54PPM, DAC3:512.00, 0.81PPM
2025-12-09T16:54:06,Index:5374, DAC1:65535, 199.25PPM, DAC2:12499, 37.39PPM, DAC3:512.00, 0.81PPM
