Cell 1 Current,Cell 1 Voltage,Cell 2 Current,Cell 2 Voltage,Cell 3 Current,Cell 3 Voltage,Cell 4 Current,Cell 4 Voltage,Cell 5 Current,Cell 5 Voltage,Cell 6 Current,Cell 6 Voltage,Cell 7 Current,Cell 7 Voltage,Cell 8 Current,Cell 8 Voltage,Cell 9 Current,Cell 9 Voltage,Cell 10 Current,Cell 10 Voltage,Cell 11 Current,Cell 11 Voltage,Cell 12 Current,Cell 12 Voltage,Cell 13 Current,Cell 13 Voltage,Cell 14 Current,Cell 14 Voltage,Cell 15 Current,Cell 15 Voltage,Cell 16 Current,Cell 16 Voltage,Cell 2 Temp,Cell 4 Temp,Cell 6 Temp,Cell 8 Temp,Cell 9 Temp,Cell 11 Temp,Cell 13 Temp,Cell 15 Temp,Timestamp,Cell 1 Temp,Cell 3 Temp,Cell 5 Temp,Cell 7 Temp,Cell 10 Temp,Cell 12 Temp,Cell 14 Temp,Cell 16 Temp
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.2119,19.786,20.0561,20.6979,15.7357,16.9162,17.4903,17.4226,83,17.474,18.638,19.111,19.392,17.288,18.064,18.323,19.06
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0095,19.6166,20.0222,20.6641,15.6003,16.8154,17.4565,17.3887,84,17.305,18.48,19.032,19.358,17.142,17.963,18.289,19.026
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.1441,19.6505,19.9545,20.6302,15.4317,16.7477,17.4226,17.2871,85,17.288,18.514,19.009,19.291,17.108,17.94,18.221,18.959
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0433,19.5836,19.9545,20.5625,15.3309,16.6799,17.3887,17.2202,86,17.187,18.436,18.976,19.246,17.018,17.884,18.188,18.891
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.9417,19.5836,19.9206,20.5286,15.2293,16.5791,17.321,17.1525,87,17.086,18.368,18.942,19.201,16.917,17.828,18.131,18.841
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.8071,19.482,19.8876,20.4617,15.0947,16.4776,17.2541,17.0847,88,16.951,18.256,18.875,19.145,16.793,17.738,18.075,18.773
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.8401,19.3804,19.8537,20.4278,14.96,16.4106,17.2541,16.9839,89,16.9,18.21,18.829,19.088,16.737,17.682,18.031,18.706
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.7393,19.2796,19.786,20.3601,14.8584,16.3429,17.1863,16.9162,90,16.799,18.121,18.751,19.021,16.647,17.603,17.963,18.638
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.7055,19.2796,19.7521,20.2923,14.7238,16.2413,17.1525,16.8493,91,16.715,18.075,18.728,18.965,16.557,17.558,17.918,18.571
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.6039,19.2119,19.7182,20.2593,14.6222,16.1405,17.1186,16.7815,92,16.613,17.985,18.683,18.92,16.456,17.49,17.873,18.52
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.6039,19.1441,19.6844,20.1577,14.5214,16.1066,17.0847,16.7477,93,16.563,17.952,18.638,18.863,16.411,17.445,17.839,18.453
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.57,19.178,19.6505,20.1238,14.4206,16.0058,17.017,16.6799,94,16.495,17.918,18.615,18.818,16.332,17.4,17.782,18.402
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.4684,19.0433,19.6166,20.09,14.319,15.9381,16.9839,16.5791,95,16.394,17.817,18.548,18.762,16.242,17.322,17.727,18.335
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.4353,19.0764,19.5836,20.0222,14.2182,15.8704,16.9501,16.5114,96,16.327,17.794,18.537,18.706,16.175,17.299,17.682,18.267
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.3676,18.9756,19.5497,19.9545,14.1166,15.7688,16.8493,16.4776,97,16.242,17.704,18.458,18.661,16.084,17.198,17.626,18.216
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.2999,18.8401,19.5158,19.9206,14.0158,15.668,16.8493,16.4106,98,16.158,17.603,18.402,18.616,15.995,17.119,17.592,18.166
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.2999,18.874,19.482,19.8537,13.9142,15.6341,16.7815,16.3429,99,16.107,17.603,18.379,18.56,15.949,17.097,17.535,18.098
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.1314,18.7724,19.4481,19.8198,13.8134,15.5333,16.7477,16.2752,100,15.972,17.479,18.323,18.514,15.826,17.018,17.49,18.048
